time,47-x,47-y,47-z,46-x,46-y,46-z,41-x,41-y,41-z,55-x,55-y,55-z,49-x,49-y,49-z,27-x,27-y,27-z,43-x,43-y,43-z,51-x,51-y,51-z,38-x,38-y,38-z,52-x,52-y,52-z,44-x,44-y,44-z,42-x,42-y,42-z,45-x,45-y,45-z,14-x,14-y,14-z,53-x,53-y,53-z,50-x,50-y,50-z,48-x,48-y,48-z,40-x,40-y,40-z339169.318,2.26,2,-4,2.26,2,-2,2.26,1,-4,1,2,-4,-0.33,2,-4,2.26,1,-2,-0.33,1,-4,2.26,2,0,1,1,-2,-0.33,2,-2,2.26,1,0,-0.33,1,0,1,1,0,-0.33,1,-2,1,2,0,-0.33,2,0,1,2,-2,1,1,-4
339172.453,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.455,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.464,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.474,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.491,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.507,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.54,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.558,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.574,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.589,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.607,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.641,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.657,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.674,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.69,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.707,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.739,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.802,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.806,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.808,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.823,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.84,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.856,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.872,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.889,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.922,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.939,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.955,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.971,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339172.989,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339173.022,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339173.038,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339173.054,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339173.071,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339173.088,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339173.167,2.259669,1.459874,-3.99965,2.26145,1.459882,-1.999861,2.259998,0.4799917,-3.999979,1.000469,1.459961,-4.000272,-0.3461235,1.459929,-3.982511,2.25999,0.4800056,-2.00001,-0.3356051,0.4800071,-3.993547,2.260018,1.459991,0.000340983,0.9999027,0.4799043,-1.999936,-0.3467496,1.459929,-1.982407,2.259953,0.4800088,1.39E-05,-0.336183,0.4800355,0.005996143,1.000123,0.4800146,0.000124382,-0.3361884,0.4800076,-1.99349,1.000431,1.460029,0.00044944,-0.3489184,1.460069,0.01858052,0.9997875,1.459905,-1.999749,0.9999925,0.4800083,-4.000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
